date	likes	retweets	text	username
Tue Jun 12 21:36:50 +0000 2018	0	726	"RT @cspanhistory: ""Mr. Gorbachev, tear down this wall!"" - #OnThisDay in 1987 #POTUS Ronald Reagan spoke at the Berlin Wall calling for the…"	PeterRoskam
Tue Jun 12 17:34:40 +0000 2018	12	9	"""...North Korea must prove its commitment to complete, verifiable and irreversible denuclearization and begin the process immediately. Until this occurs, we must maintain maximum pressure on the regime..."" Read the full statement here:
https://t.co/0Alz82bXQM"	PeterRoskam
Fri Jun 15 11:52:29 +0000 2018	671	216	Heading to US-TX border Sunday with @JeffMerkley. The inhumane practice of separating migrant children from their parents and detaining them in makeshift prisons is a national disgrace, not the American way. It cannot stand.	PeterWelch
Thu Jun 14 21:07:06 +0000 2018	14	5	Godspeed to the brave men and women of the @VTNationalGuard. You make us proud every day. Come home safe. https://t.co/eevB2wD5L8	PeterWelch
Thu Jun 14 20:48:37 +0000 2018	9	5	Intro'd a resolution w/ @RepMcKinley, @SenCoryGardner, @SenCapito, @ChrisVanHollen &amp; @SenatorCardin designating this week as High Performance Building Week. Simply put, efficient, sustainable, resilient buildings are a no brainer – new jobs, lower bills and a cleaner environment.	PeterWelch
Thu Jun 14 20:42:12 +0000 2018	10	4	20 of my House and Senate colleagues signed my letter to the FDA demanding they back off. If you agree, let the FDA know by clicking here. But hurry—the deadline is this Friday!  https://t.co/yUobWOnIx6	PeterWelch
Thu Jun 14 20:42:11 +0000 2018	66	17	As every Vermonter knows, Vermont maple syrup is nothing but pure, boiled down sap. Astonishingly, the FDA actually thinks our sugar makers need to add “added sugar” to their product labels. That’s just plain dumb. https://t.co/AHWpJ1uFA6	PeterWelch
Thu Jun 14 21:20:55 +0000 2018	3	1	We are lucky to have such a wonderful leader in North Texas! Thanks for your service to Wylie @theEricHogue. https://t.co/SCf5Na2yqc	PeteSessions
Thu Jun 14 16:30:38 +0000 2018	1	1	I would like to wish a #HappyBirthday to the @USArmy! Thank you to all our men and women, past and present, for their service and dedication to protecting our great nation. We salute you and thank you! #ArmyStrong https://t.co/S8BY4HqBIE	PeteSessions
Thu Jun 14 14:03:21 +0000 2018	6	3	This morning I had the opportunity to thank our servicemen and women of the @USNationalGuard for their ongoing work to secure our borders and make our communities safer. https://t.co/q3gHawo0LO	PeteSessions
Wed Jun 13 17:50:41 +0000 2018	4	2	More than 630,000 Americans have died from drug overdoses since the turn of the century. We must emphasize effective, evidence-based treatment to combat this growing #OpioidEpidemic. Learn more about what we are doing this week in Congress here: https://t.co/3g06tu9KMh	PeteSessions
Wed Jun 13 14:14:44 +0000 2018	5	2	I’m proud to show my support and introduce my dear friend Kenn George at his confirmation hearing to become the Ambassador to Uruguay. Watch the hearing live here: https://t.co/nRPoJAyHm6	PeteSessions
Fri Jun 08 16:44:23 +0000 2018	21	7	"US unemployment is 3.8%, tying a 49-year low. When @USDOL released its June #jobs report, the @nytimes said, ""We ran out of words to describe how good the job numbers are."" Smart polices by #GOP Congress are fueling the boom. More in my e-newsletter: https://t.co/q1R6hoTzqQ"	Raul_Labrador
Wed Jun 06 22:48:21 +0000 2018	22	6	Thanks 2 @SecElaineChao 4 approving a $90M grant for I-84 in order 2 widen 3 lanes in both directions through the #Nampa area. In March, I joined the ID delegation in sending a letter to Sec. Chao advocating 4 the grant. This is a big win for #Idaho. More: https://t.co/h7b4I7vgpF	Raul_Labrador
Wed Jun 06 20:08:31 +0000 2018	24	5	I enjoyed meeting @MadelineLMoore of #Nampa, who is in DC to represent #Idaho at @BeefUSA's Young Cattlemen’s Conference. She is a producer, a Regional Manager at IMMVAC, &amp; a great advocate for Idaho’s #beef industry. @BeltwayBeef https://t.co/KyTps53EyV	Raul_Labrador
Fri Jun 01 17:01:20 +0000 2018	27	5	For the 8th time since 2006, an artist from #Idaho's Coeur d'Alene High wins Congressional Art Competition. Pictured are art teacher Terri Leonard, 2018 winner Brooke McClurkin &amp;  2017 winner Connor McMurray. More in Labrador Letter: https://t.co/eirzcYSrU9 https://t.co/ziBvmX5sGm	Raul_Labrador
Mon May 28 18:58:56 +0000 2018	35	10	Let us honor the fallen, every day, by standing tall as proud citizens of the United States of America. May we never forget and may our daily lives be worthy of the service and sacrifice that we honor today. https://t.co/EyIjKZgBIR #MemorialDay https://t.co/ewPdB5SGHo	Raul_Labrador
Fri Jun 15 14:39:45 +0000 2018	9	3	Great to see Steve back in the game. Remarkable recovery for a great leader and friend. https://t.co/EDqZA3qezz	RepAbraham
Thu Jun 14 20:53:37 +0000 2018	6	2	"IG report confirms Comey &amp; his agents abused their positions to - as one agent put it - ""stop Trump"" from becoming President. Corruption at DoJ must be rooted out so Americans can again have faith in the institutions that should be objective, above politics. #DrainTheSwamp #LA05"	RepAbraham
Thu Jun 14 20:41:33 +0000 2018	4	2	Proud to be a cosponsor of the House version of this bill. I look forward to voting on it very soon. https://t.co/wl0UwsAlTB	RepAbraham
Thu Jun 14 19:29:03 +0000 2018	0	337	"RT @USArmy: #DYK

Today is the birthday for the #USArmy and the @POTUS?  We would like to wish a happy 72nd birthday to our commander-in-ch…"	RepAbraham
Thu Jun 14 19:10:58 +0000 2018	26	6	On the @USArmy's 243rd birthday, here's a great story about WWII Army Air Corps vet Richard Sherman who flew 52 missions for Gen. Chennault's Flying Tigers. Men like him are why we live in freedom. I thank him &amp; all those who served. #LA05 #ArmyBday https://t.co/KPOqtkyK2T	RepAbraham
Thu Jun 14 19:14:48 +0000 2018	0	52	RT @WhipHoyer: If the Trump Administration has it their way, 133 million Americans with pre-existing conditions could lose their health cov…	RepAdams
Thu Jun 14 14:03:23 +0000 2018	0	2536	RT @RepCummings: The @HouseGOP has spent millions investigating Clinton, yet they refuse to compel the Trump Administration to turn over do…	RepAdams
Wed Jun 13 19:03:00 +0000 2018	18	8	A new @amprog study found the average family will pay more than $3,000 this year to cover just 5 weeks of summer care. That’s only HALF of the summer break! We need to pass the Child Care For Working Families Act so families can afford #SummerCare	RepAdams
Wed Jun 13 18:32:52 +0000 2018	4	4	The Trump Justice Department is doing the @HouseGOP’s bidding – attempt to gut the #ACA &amp; take away protections for millions of Americans with pre-existing conditions. #ProtectOurCare https://t.co/SnNIMRwof4	RepAdams
Wed Jun 13 17:30:59 +0000 2018	33	17	We're proud to host Jameia this summer! She's already leaving her mark on Washington and representing the Golden Bulls well! #JCSU https://t.co/ujjrWyi8da	RepAdams
Fri Jun 15 17:52:13 +0000 2018	2298	986	"The President says it's irrelevant whether he lied about dictating Don Jr.'s statement on the Trump Tower meeting, because he was just being dishonest with the public.

No wonder he is trying to dodge answering Special Counsel Mueller's questions, when he would be under oath. https://t.co/zJaO6n5Pbu"	RepAdamSchiff
Fri Jun 15 15:18:13 +0000 2018	8379	3697	The Administration's policy of separating parents from their kids is an unnecessary and deliberate cruelty. Have you seen the images of these devastated children? Heard the story of the devastated father who took his own life? This is not the America we know &amp; love. It must stop. https://t.co/K31A5vqfbv	RepAdamSchiff
Thu Jun 14 21:29:20 +0000 2018	61234	21228	"No deep state. No secret society. No anti-Trump cabal at the FBI. No evidence that political bias influenced decisions in the Clinton probe. No indication that Comey’s errors of judgment did anything but help the Trump Campaign. 

No vindication for the President."	RepAdamSchiff
Thu Jun 14 20:14:24 +0000 2018	3820	1727	The IG report highlights the impropriety of sharing information on pending investigations with Congress in a manner likely to be made public, an ongoing concern given GOP attempts to obtain information about the Russia probe that can be used by President’s lawyers and surrogates. https://t.co/pMzhw3x4DH	RepAdamSchiff
Thu Jun 14 16:18:29 +0000 2018	37839	15786	"Lawsuit against Trump Foundation for using charity money for campaign purposes highlights need to follow the money in Russia probe. 

If Trump family would misuse charitable donations for its financial or political benefit, would it hesitate to launder Russian money to same end? https://t.co/tLZSidMiu1"	RepAdamSchiff
Fri Jun 15 17:45:02 +0000 2018	10	2	The Trump Administration’s relentless attacks on immigrant communities goes against everything we stand for as a country. I remain committed to defending this program and protecting DACA recipients from deportation. #ProtectDreamers	RepAdamSmith
Fri Jun 15 17:45:02 +0000 2018	7	1	In September 2017, President Trump created an unnecessary crisis by terminating the program, causing tremendous harm to many young people and their families. #DREAMers are integral members of our communities and for many, the United States is the only place they call home.	RepAdamSmith
Fri Jun 15 17:45:01 +0000 2018	5	2	Six years ago, the #DACA program was created to provide much-needed deportation relief to immigrants who were brought to the United States as children.	RepAdamSmith
Fri Jun 15 03:43:34 +0000 2018	26	8	Eid al-Fitr marks the last day of #Ramadan. It is a celebration of the disciplined fasting that occurs during the month of Ramadan. I am proud to stand with Muslims Americans in the Ninth Congressional District and around the world to celebrate this important holiday #EidMubarak https://t.co/6a6x1NQhcP	RepAdamSmith
Wed Jun 13 22:53:31 +0000 2018	28	9	"To have a policy of separating parents from their children is inhumane and goes against every value we as Americans hold dear. You can watch my full remarks here➡️https://t.co/fhUaI52kBY

#KeepFamiliesTogether"	RepAdamSmith
Thu Jun 14 14:56:24 +0000 2018	0	1	RT @grain_feed: A strong Farm Bill is good for Nebraska by @RepAdrianSmith https://t.co/RyDhrqf9md https://t.co/p5w4cJgJkt	RepAdrianSmith
Wed Jun 13 19:55:00 +0000 2018	6	1	Had a great time leading #Nebraska students visiting Washington, #DC as part the Nebraska Rural Electric Washington Youth Tour on a tour of the @USCapitol! https://t.co/7kixvC2p7H	RepAdrianSmith
Wed Jun 13 18:59:22 +0000 2018	18	4	Enjoyed spending time with the nearly 300 #Nebraskans who attended the #NebraskaBreakfast this morning! @SenatorFischer @SenSasse @RepDonBacon @JeffFortenberry https://t.co/cZ7m8qdos4	RepAdrianSmith
Tue Jun 12 21:55:08 +0000 2018	2	1	Great to speak with Kevin Mooney on @KNEB about @POTUS's #NorthKoreaSummit, which is a positive step. Any meaningful agreement with #NorthKorea must include complete and verifiable denuclearization. https://t.co/55RMwASyou	RepAdrianSmith
Thu Jun 07 22:10:48 +0000 2018	11	1	This afternoon, I met with Ambassador Lighthizer @USTradeRep. I took the opportunity to raise concerns I have heard from many #Nebraskans about the unintended consequences that some of our tariff policies are having on our rural economy.	RepAdrianSmith
Thu Jun 14 16:45:02 +0000 2018	11	5	Wishing a very happy birthday to @realDonaldTrump! We are blessed to have a strong leader such as yourself guiding our country down a path full of prosperity and strength. Thank you for all that you have done and continue to do! https://t.co/aFMp8hyLnu	RepAlexMooney
Thu Jun 14 14:30:10 +0000 2018	6	1	Today, we celebrate the 243rd birthday of our nation’s army and the birth of our renowned patriotic symbol, the American flag. On this holiday we are reminded of our country’s freedom, something that our American heroes fought ever-so bravely for. https://t.co/1oIv9zGWYb	RepAlexMooney
Thu Jun 14 00:00:06 +0000 2018	7	2	The House unanimously passed the Recognizing Early Childhood Trauma Related to Substance Abuse Act today. Thank you @RepDaveBrat for bringing this important piece of legislation forward, as we can never afford to forget about our nation’s most vulnerable in a time of crisis.	RepAlexMooney
Wed Jun 13 18:52:05 +0000 2018	8	3	Last night Congress passed @RepGuthrie’s bill, the Comprehensive Opioid Recovery Centers Act. With this bill not only will communities become part of the solution, but those suffering from addiction will have the ability to find a treatment option that works best for them.	RepAlexMooney
Wed Jun 13 00:00:16 +0000 2018	9	3	Yesterday President Trump met with North Korean Leader Kim Jong-Un. I am proud that he is promoting peace, and strengthening our nation’s presence on the world stage.	RepAlexMooney
Wed Jun 13 22:09:13 +0000 2018	477	179	Several Members of Congress &amp; I marched with @RepGutierrez to Customs &amp; Border Patrol HQ to protest the separation of children from their families at the border. We must speak truth to power &amp; denounce the wrongs of this administration at all costs. #FamiliesBelongTogether https://t.co/2t6reriyeB	RepAlGreen
Wed Jun 13 14:27:11 +0000 2018	213	90	This administration’s cruel immigration policies have been tearing families apart for too long. The barbaric practice of separating parents from children for simply seeking refuge must end because a great nation doesn’t divide; it unifies. #FamiliesBelongTogether	RepAlGreen
Tue Jun 12 16:37:58 +0000 2018	163	64	Mr. President, geopolitically speaking, those who sacrifice their tried &amp; true friends for untried, new friends may end up with no friends at all. #TrumpKimSummit https://t.co/Jv6XXQ9QhW	RepAlGreen
Sat Jun 09 15:45:53 +0000 2018	80	45	We march to honor the millions of women veterans in America. We march to show how far women have come as the fastest growing group among veterans. We march to show how far we have to go as women veterans face unique challenges after serving America w/pride. #WomensVeteransMarch https://t.co/nko1ifpWeO	RepAlGreen
Fri Jun 08 16:50:21 +0000 2018	224	74	Mr. President, a pardon won’t bring back the countless minorities who make up 62% of unarmed persons killed by police. It won’t bring back Tamir Rice, Eric Garner, Danny Thomas, &amp; others. It won’t negate your comments that have incited harmful arrest practices among officers. https://t.co/iJ3Rwo2RLD	RepAlGreen
Thu Jun 14 20:18:59 +0000 2018	10	2	I reject Trump’s heartless decision to bar asylum to the most vulnerable victims of domestic and gang violence. I believe that seeking refuge is a human right that we must uphold.	RepAlLawsonJr
Wed Jun 13 22:51:33 +0000 2018	2	3	Happy 243rd Birthday of the U.S. #Army! https://t.co/doNbsOyusF	RepAlLawsonJr
Wed Jun 13 21:16:47 +0000 2018	4	2	It was my honor to present the Service to Community Award to #Tallahassee's @WCTV  and @JulieMontanaroW at the Celebration of Service to America awards. Congratulations and thank you for your work in our community. https://t.co/1Tm6RSncuD	RepAlLawsonJr
Tue Jun 12 13:58:51 +0000 2018	10	6	Today, we honor the 49 men and women who tragically lost their lives two years ago at #Pulse. Now is the time to #HonorThemWithAction and pass commonsense gun reform in this country. #EnoughIsEnough #LoveIsLove https://t.co/dvey1N9bz5	RepAlLawsonJr
Mon Jun 11 18:22:50 +0000 2018	28	15	Today, the @FCC’s repeal of #NetNeutrality goes into effect, but the fight for a free and open internet continues. The Senate has already voted to #SaveTheInternet. Proud to support similar #NetNeutrality legislation here in the House. https://t.co/goO7M7pxBd	RepAlLawsonJr
Fri May 25 16:22:38 +0000 2018	4	2	Talofa! This week, a bill passed through Congress, and the President signed it into law, that includes our provision to speed up how quickly checks clear in American Samoa, dealing with a recurring problem of unnecessary long delays. https://t.co/hfIdTW6iJn	RepAmata
Thu May 24 17:21:29 +0000 2018	2	1	Talofa! My office had the honor of hosting students from all over American Samoa as part of the Close Up program! Read about it here: https://t.co/0SibhbffTM	RepAmata
Thu May 03 20:10:39 +0000 2018	0	8	RT @NatResources: This Asian Pacific American Heritage Month, we celebrate &amp; honor the invaluable contributions of our country’s #AAPI comm…	RepAmata
Mon Apr 23 15:52:29 +0000 2018	5	2	Happy birthday to @USArmyReserve celebrating 110 years of service to our great country! Thank you to every soldier for all you do, and to all enlisted from American Samoa, you make us so proud!🇺🇸🇦🇸 https://t.co/wjgNeiYLMj	RepAmata
Wed Apr 18 18:27:44 +0000 2018	8	1	I am deeply saddened by the passing of former First Lady Barbara Bush. She was an amazing woman and will be greatly missed.	RepAmata
Wed Jun 13 21:22:17 +0000 2018	22	11	"With @SCOTUS decision on #MuslimBan due any day let’s
not forget the faces of Trump’s #MuslimBan: https://t.co/OT2y7SkbjR"	RepAndreCarson
Wed Jun 13 18:50:38 +0000 2018	98	18	As Trump and Jeff Sessions try to prevent victims of domestic violence and those fleeing gangs from receiving asylum, today I am wearing a purple ribbon to say Seeking Refuge is a Human Right! We are a better nation than this! https://t.co/zuldJ2IMEj	RepAndreCarson
Tue Jun 12 20:47:48 +0000 2018	27	7	The summit between @POTUS &amp; #KimJongUn has the potential to be an important first step toward a productive dialogue. Next steps must involve reaching specific, actionable steps on denuclearization, human rights, ballistic missiles &amp; other critical threats. https://t.co/bBewFxO37q	RepAndreCarson
Tue Jun 12 19:30:41 +0000 2018	24	4	Every day, Hoosier scientists work hard to make strides to provide innovative treatments to patients. Today, I welcomed a few of them to my DC office. #EliLilly @LillyPad https://t.co/CBzPRRFfZp	RepAndreCarson
Wed Jun 06 18:00:12 +0000 2018	33	10	This #ImmigrantHeritageMonth we honor the immigrants and refugees from around the world have fled oppression, poverty, and persecution, and traveled to America in search of a better life for themselves and their families. #IStandWithImmigrants https://t.co/8hMyr3NjXr	RepAndreCarson
Fri Jun 15 14:43:53 +0000 2018	2	2	1 in 5 Americans personally know someone addicted to opioids. To achieve meaningful progress in this fight, Congress must implement policies that go beyond prevention &amp; treatment. Yesterday, the House passed my legislation to address long-term recovery. https://t.co/UZz387UZpQ	RepAndyBarr
Thu Jun 14 22:16:31 +0000 2018	0	3	RT @RepBlaine: As we continue our work to combat the opioid crisis, I was proud to support the THRIVE Act. This legislation will help addre…	RepAndyBarr
Thu Jun 14 22:14:02 +0000 2018	15	6	Congress has the critical responsibility of providing solutions for the #OpioidCrisis to our families, friends, and neighbors. Today, I was proud the House passed my legislation, the THRIVE Act, which will expand housing options for individuals in recovery. https://t.co/jRMrYSh8a5	RepAndyBarr
Thu Jun 14 13:41:47 +0000 2018	9	6	To achieve progress in fighting the #CrisisNextDoor, Congress must also implement policies that focus on long-term recovery. Today, the House will consider my legislation, the THRIVE Act, that expands housing options for those overcoming addiction. https://t.co/2bZ0STPBtU	RepAndyBarr
Wed Jun 13 22:45:28 +0000 2018	8	3	The #OpioidCrisis touches nearly every one of our lives - across all demographics, regions, and states. The House has outlined four major steps in combating the #CrisisNextDoor. Learn more at https://t.co/r5VEkSzrSl. https://t.co/DTb0xegeqf	RepAndyBarr
Fri Jun 15 15:36:14 +0000 2018	35	11	The more we know about Comey’s actions, the more we realize that there was no need for the Mueller witch hunt. It should be dismantled immediately.	RepAndyBiggsAZ
Fri Jun 15 15:35:55 +0000 2018	26	14	The #IGReport reaffirms our arguments for Robert Mueller’s resignation. Comey abused his authority – including leaking potentially classified memos to influence the appointment of a special counsel, which happened to be his friend, Robert Mueller. https://t.co/8l8I5l8byc	RepAndyBiggsAZ
Fri Jun 15 13:34:08 +0000 2018	224	67	NOW: Catch my interview on @FoxNews @AmericaNewsroom with my colleagues @RepDeSantis and @RepMattGaetz. We'll be talking to @SandraSmithFox about the letter we sent to Inspector General Horowitz yesterday. Let's see all of the #IGReport drafts! https://t.co/UxSsEexuGV	RepAndyBiggsAZ
Fri Jun 15 03:43:07 +0000 2018	27	7	Happy Birthday to the @USArmy! Thank you to all who have served in this branch of our nation’s Armed Forces. You and your families are in our prayers. https://t.co/DirckUYrjn	RepAndyBiggsAZ
Fri Jun 15 03:37:46 +0000 2018	163	46	Before the day is over, I wanted to wish @POTUS @realDonaldTrump a very happy birthday. The nation is blessed to have you as our Commander in Chief, and I hope you enjoy your best year yet. https://t.co/JktMuy49gD	RepAndyBiggsAZ
Fri Jun 15 15:09:36 +0000 2018	0	5	RT @HouseAppropsGOP: As of today, the Committee has marked up 11 of 12 bills in Subcommittee and 9 of 12 bills in Full Committee. The Commi…	RepAndyHarrisMD
Fri Jun 15 15:08:44 +0000 2018	2	1	Last night, the House of Representatives passed the Securing the International Mail Against Opioids Act. You can find my floor speech supporting this legislation here:  https://t.co/fVEhLjj5Wr	RepAndyHarrisMD
Fri Jun 15 14:26:21 +0000 2018	0	17	RT @HouseAppropsGOP: The FY19 Labor, HHS, Education bill has been approved by the Subcommittee on a voice vote. https://t.co/00g31aXkXw	RepAndyHarrisMD
Thu Jun 14 16:26:46 +0000 2018	7	3	Happy 243rd birthday to our nation’s oldest military branch, the United States Army! Thank you to all who have served for your unmatched service and dedication. https://t.co/rX9n8CDu0G	RepAndyHarrisMD
Thu Jun 14 16:23:59 +0000 2018	18	7	Happy birthday, @POTUS! I hope your birthday is as great as America 🇺🇸🎂 https://t.co/0tCDTEbYSJ	RepAndyHarrisMD
Fri Jun 15 17:25:39 +0000 2018	0	1	RT @EdwardJGraham1: Bipartisan group of Sens/Reps (@SenMarkey @SenMikeLee @RepAnnaEshoo @RepLoBiondo) sent letter to @FCC calling for agenc…	RepAnnaEshoo
Fri Jun 15 14:56:47 +0000 2018	11	3	May this joyous day for the Muslim community encourage us all to reflect on the important values it represents: compassion, tolerance, reconciliation and charity. https://t.co/2zJbTB1JnO	RepAnnaEshoo
Fri Jun 15 14:56:36 +0000 2018	3	1	I wish Muslims in my District and around the world Eid Mubarak as they gather to celebrate Eid al-Fitr and the completion of the holy month of Ramadan. https://t.co/MsX7pk7jwM	RepAnnaEshoo
Thu Jun 14 18:19:46 +0000 2018	16	1	In yet another example of the Administration’s sabotage of the ACA, I will continue fighting to ensure that those who have pre-existing health conditions will not be denied coverage because of their medical history.	RepAnnaEshoo
Thu Jun 14 18:19:21 +0000 2018	14	2	Eviscerating the protections the ACA put in place will make it all but impossible for millions of Americans who have pre-existing conditions to be able to buy any health insurance whatsoever.	RepAnnaEshoo
Fri Jun 15 15:08:59 +0000 2018	5	1	I’ve worked tirelessly to push @samhsagov to change its opioid funding formula so that the hardest hit states like NH get critical resources. I'm pleased NH will receive $22.9 million in additional funding to bolster our response to the opioid epidemic. https://t.co/kPFjO6jukq	RepAnnieKuster
Fri Jun 15 00:19:44 +0000 2018	0	4	"RT @KlandriganUL: .@RepAnnieKuster and @TeamSheaPorter celebrate added, $22.9 mil. fed aid to fight opioid abuse. Kuster cautions, ""But our…"	RepAnnieKuster
Thu Jun 14 21:13:52 +0000 2018	2	1	The opioid epidemic doesn’t discriminate &amp; is impacting communities nationwide. Our Bipartisan Heroin &amp; Opioid Task Force has helped educate Congress on this issue &amp; I’m encouraged House advanced dozens of bills that will help stem the tide of this crisis. https://t.co/E2ez6d1X5B	RepAnnieKuster
Thu Jun 14 20:05:49 +0000 2018	67	15	Immediately separating children from their families at the border is unconscionable. These families flee violence &amp; danger &amp; should have the opportunity to apply for asylum. I’ve signed onto a bill to help end this practice. We can have law &amp; order without compromising our values https://t.co/ts7dfeIJ6c	RepAnnieKuster
Thu Jun 14 19:47:12 +0000 2018	10	3	Great to meet w/@Chessy_Prout, her co-author @jennabelson &amp; @RepMarkTakano to discuss Chessy's powerful memoir #IHaveTheRightTo. I continue to be inspired by Chessy's courage    &amp; look forward to continuing to work w/her to achieve justice for sexual assault survivors everywhere. https://t.co/qNl2dWDKl3	RepAnnieKuster
Thu Jun 14 20:18:41 +0000 2018	0	5	RT @HeartlandCUA: TY @RepAnnWagner for meeting with us and discussing issues impacting Missourians! #HiketheHill #creditunions https://t.co…	RepAnnWagner
Thu Jun 14 18:23:49 +0000 2018	10	4	Please join me in wishing @USArmy a Happy Birthday! I’m incredibly proud of my son Raymond for joining, and forever thankful to the men and women who devote their lives to serve our country. #ArmyMom https://t.co/WhMmPjiDoq	RepAnnWagner
Thu Jun 14 16:48:13 +0000 2018	26	8	Happy 241st Birthday to our great nation's flag! The freedom, liberty, and opportunity it represents will never go out of style. God bless America! #FlagDay #StarsandStripes https://t.co/9DPzcCkLkt	RepAnnWagner
Thu Jun 14 15:39:07 +0000 2018	36	9	Can't wait to cheer on my good friend @SteveScalise! Go Republicans! #congressionalbaseballgame https://t.co/ZGCeaeq2cG	RepAnnWagner
Wed Jun 13 14:00:55 +0000 2018	0	2000	RT @SteveScalise: Tomorrow. https://t.co/RDx7AbXLkp	RepAnnWagner
Thu Jun 14 21:13:04 +0000 2018	38	5	Wishing the happiest of birthdays to our commander-in-chief, our 45th president! @POTUS https://t.co/hAF1QyrYsr	RepArrington
Thu Jun 14 14:40:18 +0000 2018	4	1	"Did you know that you can request American flags to be flown over the U.S. Capitol in commemoration of a birthday, retirement, or dedication? On #FlagDay, visit our website here to learn more!
https://t.co/QVTZwIXizL"	RepArrington
Thu Jun 14 14:40:17 +0000 2018	10	2	On this day in 1777, by resolution of the Second Continental Congress, the United States flag was adopted. It has since been a symbol of our country’s enduring freedom and values. https://t.co/XoCp6Dwq9n	RepArrington
Wed Jun 13 15:44:59 +0000 2018	6	6	There are very few people deserving of such tremendous recognition as Rep. Sam Johnson. He has served our country with dignity, sacrifice, and honor as an Airman, POW, and representative in the “People’s House.” Happy to have been present during his official portrait unveiling! https://t.co/fBn1PKKo88	RepArrington
Tue Jun 12 21:39:45 +0000 2018	8	2	"See below for a video on the history of rural electrification put together by one of District 19’s own!
https://t.co/zFwEcaCISa"	RepArrington
Fri Jun 15 16:45:40 +0000 2018	179	57	There is a difference between engaging in diplomacy and lavishing praise on dictators. https://t.co/8F5cdnFQam	RepBarbaraLee
Fri Jun 15 03:00:01 +0000 2018	174	55	Wishing a peaceful and joyous last evening of #Ramadan to all my Muslim brothers and sisters celebrating in the East Bay and around the world. #EidMubarak! https://t.co/bylOPcgdp5	RepBarbaraLee
Thu Jun 14 23:01:00 +0000 2018	66	25	"“This is the first formal effort from the U.S. Capitol to try &amp; bring parity to those communities disproportionately punished by the nation's racially tinged drug laws.” 
 
Time for #CannabisEquity! Thanks @RollingStone for profiling this important effort.
https://t.co/NabU40kKEi"	RepBarbaraLee
Thu Jun 14 21:42:00 +0000 2018	320	164	"“It’s impossible to look at the Trump administration’s practice of migrant family separation and see it as anything other than what it is: institutionalized child abuse.”
https://t.co/Dqfe9ndyjN"	RepBarbaraLee
Thu Jun 14 20:51:31 +0000 2018	84	63	"The scale of human suffering in Yemen is unimaginable. 
 
@SecPompeo --- pick up the phone. Help us stop the assault on Hudaydah. Millions of innocent lives could depend on it.  
https://t.co/Ja9i41EAcj"	RepBarbaraLee
Fri Jun 15 16:57:45 +0000 2018	9	5	"Six years after the announcement of #DACA and the future of families is still uncertain. One year after I wrote this article, we still have no relief for #Dreamers. We cannot leave our families in limbo for another year. #DreamActNow #RenewDACA 
 
https://t.co/GPhvwxoCBH"	RepBarragan
Fri Jun 15 01:13:02 +0000 2018	33	4	Stole second base and advanced to third! #CBG18 https://t.co/ZcRwrcflse	RepBarragan
Fri Jun 15 00:26:53 +0000 2018	21	5	Got a pep talk from our bat girl right before the #CongressionalBaseballGame! #CBG18 https://t.co/6w0dGrOXlE	RepBarragan
Thu Jun 14 23:14:34 +0000 2018	597	70	My dream of playing on a big-league field will come true again tonight as I play in my 2nd #CongressionalBaseballGame at #NationalsPark! I grew up playing Tee-Ball &amp; Little League &amp; in high school I petitioned the principal to let me play baseball with the boys. #YesSheCan https://t.co/UDrHMQ5gWh	RepBarragan
Thu Jun 14 16:52:48 +0000 2018	7	2	Thanks for paving the way for those like me who followed! #CongressionalBaseballGame https://t.co/hk6XFBEUvM	RepBarragan
Fri Jun 15 17:30:35 +0000 2018	9	4	"Quotes from the @USOCC Comptroller Otting-- a Trump appointee
1. ""I have never observed [discrimination]."" 
2. ""I don’t read the newspaper.”
#SayWhat?!? #OCCNoColor"	RepBeatty
Fri Jun 15 17:03:31 +0000 2018	0	1	RT @AmericaVotes: .@RepBeatty is right—Americans must remain vigilant in the fight to protect the right to vote following this week’s SCOTU…	RepBeatty
Fri Jun 15 15:31:40 +0000 2018	6	2	"It doesn’t take a Supreme Court justice to understand that the right to vote is the lynch pin to the many rights, liberties, and freedoms we all hold so dear as Americans. Or does it? #VoterRights
Read @thehill to get my take on this decision.
https://t.co/LtkaCnPMf1"	RepBeatty
Fri Jun 15 13:36:02 +0000 2018	17	7	What is @realdonaldtrump talking about? Reading is important. https://t.co/AVYik9zlOB	RepBeatty
Thu Jun 14 17:00:00 +0000 2018	14	1	241 years ago today, Congress officially designated the “stars and stripes” as our country’s official flag. #DidYouKnow #FlagDay2018 https://t.co/kGWD1r9UcC	RepBeatty
Wed Jan 25 21:50:16 +0000 2017	2	13	For updates from Attorney General Xavier Becerra, formerly representative of the 34th congressional district, please follow @AGBecerra.	RepBecerra
Fri Jun 15 17:51:23 +0000 2018	6	4	DACA has helped hundreds of thousands of young immigrants since it was announced six years ago today. It’s time for President Trump to stop playing politics with their lives. We must pass the DREAM Act to protect hardworking young people who call the United States home. https://t.co/UowXKDpeme	RepBera
Fri Jun 15 01:14:52 +0000 2018	23	5	Happy 243rd Birthday to the U.S. Army! The oldest branch of our Armed Services, the U.S. Army has served our country with incredible distinction and professionalism for generations. Thank you to all who are serving and have served to keep our nation safe. https://t.co/fowsPVWJJg	RepBera
