	Unnamed: 0	date	likes	retweets	text	filtered_text
116	116	Fri Feb 16 14:37:56 +0000 2018	120822	20065	I will be leaving for Florida today to meet with some of the bravest people on earth - but people whose lives have… https://t.co/1APUFLwj1f	I will be leaving for Florida today to meet with some of the bravest people on earth  but people whose lives have 
117	117	Thu Feb 15 20:19:11 +0000 2018	62291	13723	Presidential Proclamation Honoring the Victims of the Tragedy in Parkland, Florida: https://t.co/RTQWAKiSnR https://t.co/Nhs32bm5zB	Presidential Proclamation Honoring the Victims of the Tragedy in Parkland Florida  
118	118	Thu Feb 15 19:26:09 +0000 2018	60530	15411	...lottery, continues deadly catch-and-release, and bars enforcement even for FUTURE illegal immigrants. Voting for… https://t.co/ruP4vp9vxa	lottery continues deadly catchandrelease and bars enforcement even for FUTURE illegal immigrants Voting for 
119	119	Thu Feb 15 19:25:23 +0000 2018	72807	20220	The Schumer-Rounds-Collins immigration bill would be a total catastrophe. @DHSgov says it would be “the end of immi… https://t.co/FegRjpmNZj	The SchumerRoundsCollins immigration bill would be a total catastrophe DHSgov says it would be the end of immi 
120	120	Thu Feb 15 19:22:16 +0000 2018	0	8083	RT @SpoxDHS: Schumer-Rounds-Collins destroys the ability of @DHSgov to enforce immigration laws, creating a mass amnesty for over 10 millio…	RT SpoxDHS SchumerRoundsCollins destroys the ability of DHSgov to enforce immigration laws creating a mass amnesty for over 10 millio
121	121	Thu Feb 15 17:33:41 +0000 2018	82961	19802	In times of tragedy, the bonds that sustain us are those of family, faith, community, and country. These bonds are… https://t.co/LraxXxUN3D	In times of tragedy the bonds that sustain us are those of family faith community and country These bonds are 
122	122	Thu Feb 15 14:57:21 +0000 2018	101654	20830	While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA, they should be… https://t.co/qti7gQGh0I	While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA they should be 
123	123	Thu Feb 15 12:12:41 +0000 2018	89595	21024	So many signs that the Florida shooter was mentally disturbed, even expelled from school for bad and erratic behavi… https://t.co/3mSYrtTng6	So many signs that the Florida shooter was mentally disturbed even expelled from school for bad and erratic behavi 
124	124	Wed Feb 14 20:55:01 +0000 2018	111842	19525	Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.	Just spoke to Governor Rick Scott We are working closely with law enforcement on the terrible Florida school shooting
125	125	Wed Feb 14 20:50:11 +0000 2018	174181	39599	My prayers and condolences to the families of the victims of the terrible Florida shooting. No child, teacher or an… https://t.co/RFJxgM1jhm	My prayers and condolences to the families of the victims of the terrible Florida shooting No child teacher or an 
126	126	Wed Feb 14 19:11:32 +0000 2018	56424	11372	Today, I was honored to be joined by Republicans and Democrats from both the House and Senate, as well as members o… https://t.co/38kUIIV8Cp	Today I was honored to be joined by Republicans and Democrats from both the House and Senate as well as members o 
127	127	Wed Feb 14 18:15:12 +0000 2018	65492	15027	As we come together to celebrate the extraordinary contributions of African-Americans to our nation, our thoughts t… https://t.co/SwAJxO88zC	As we come together to celebrate the extraordinary contributions of AfricanAmericans to our nation our thoughts t 
128	128	Tue Feb 13 10:52:47 +0000 2018	107178	22654	Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn… https://t.co/YW4mCpHr0R	Negotiations on DACA have begun Republicans want to make a deal and Democrats say they want to make a deal Wouldn 
129	129	Tue Feb 13 10:43:22 +0000 2018	106007	22904	Our infrastructure plan has been put forward and has received great reviews by everyone except, of course, the Demo… https://t.co/2EfB9sObdN	Our infrastructure plan has been put forward and has received great reviews by everyone except of course the Demo 
130	130	Mon Feb 12 20:48:16 +0000 2018	67801	14385	The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I l… https://t.co/DSz3Szp4xE	The journey to MAGA began CPAC 2011 and the opportunity to reconnect with friends and supporters is something I l 
131	131	Mon Feb 12 12:54:32 +0000 2018	87061	16846	Thank you to Sue Kruczek, who lost her wonderful and talented son Nick to the Opioid scourge, for your kind words w… https://t.co/0kIdepXBdi	Thank you to Sue Kruczek who lost her wonderful and talented son Nick to the Opioid scourge for your kind words w 
132	132	Mon Feb 12 12:46:56 +0000 2018	139427	30419	This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East, it is now ti… https://t.co/OcX7UN18Er	This will be a big week for Infrastructure After so stupidly spending 7 trillion in the Middle East it is now ti 
133	133	Sun Feb 11 20:36:08 +0000 2018	77724	14962	Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police o… https://t.co/X7AhuEYwHI	Just spoke to JohnKasich to express condolences and prayers to all for the horrible shooting of two great police o 
134	134	Sun Feb 11 20:26:03 +0000 2018	97518	24154	Rep. Lou Barletta, a Great Republican from Pennsylvania who was one of my very earliest supporters, will make a FAN… https://t.co/dA2lK3WHFU	Rep Lou Barletta a Great Republican from Pennsylvania who was one of my very earliest supporters will make a FAN 
135	135	Sun Feb 11 19:15:32 +0000 2018	125067	25093	4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently… https://t.co/oJl5AiCPZs	42 million hard working Americans have already received a large Bonus andor Pay Increase because of our recently 
136	136	Sun Feb 11 18:21:48 +0000 2018	123854	31119	So many positive things going on for the U.S.A. and the Fake News Media just doesn’t want to go there. Same negativ… https://t.co/LBnzRfAkJx	So many positive things going on for the USA and the Fake News Media just doesnt want to go there Same negativ 
137	137	Sat Feb 10 23:34:08 +0000 2018	119315	32064	My Administration has identified three major priorities for creating a safe, modern and lawful immigration system:… https://t.co/DrjXUak41S	My Administration has identified three major priorities for creating a safe modern and lawful immigration system 
138	138	Sat Feb 10 21:18:23 +0000 2018	85050	20518	My thoughts and prayers are with the two police officers, their families, and everybody at the @WestervillePD. https://t.co/AoingY77Ky	My thoughts and prayers are with the two police officers their families and everybody at the WestervillePD 
139	139	Sat Feb 10 18:50:02 +0000 2018	118181	30536	Republicans want to fix DACA far more than the Democrats do. The Dems had all three branches of government back in… https://t.co/0Or3U2CFZR	Republicans want to fix DACA far more than the Democrats do The Dems had all three branches of government back in 
140	140	Sat Feb 10 18:34:49 +0000 2018	75803	19980	....agencies, not just the FBI &amp; DOJ, now the State Department to dig up dirt on him in the days leading up to the… https://t.co/Of9d7fmsA3	agencies not just the FBI amp DOJ now the State Department to dig up dirt on him in the days leading up to the 
141	141	Sat Feb 10 18:16:20 +0000 2018	101470	25842	“My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier… https://t.co/dWJuKECfwn	My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier 
142	142	Sat Feb 10 15:33:35 +0000 2018	136931	37326	Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are ol… https://t.co/6Zz5RAeoQe	Peoples lives are being shattered and destroyed by a mere allegation Some are true and some are false Some are ol 
143	143	Sat Feb 10 15:20:05 +0000 2018	105693	32845	According to the @nytimes, a Russian sold phony secrets on “Trump” to the U.S. Asking price was $10 million, brough… https://t.co/CBMaAX5VMt	According to the nytimes a Russian sold phony secrets on Trump to the US Asking price was 10 million brough 
144	144	Sat Feb 10 14:20:35 +0000 2018	117661	32367	The Democrats sent a very political and long response memo which they knew, because of sources and methods (and mor… https://t.co/iR1265rmh3	The Democrats sent a very political and long response memo which they knew because of sources and methods and mor 
145	145	Sat Feb 10 14:02:54 +0000 2018	64967	13845	Jobless claims have dropped to a 45 year low!	Jobless claims have dropped to a 45 year low
146	146	Fri Feb 09 13:59:13 +0000 2018	89645	21451	Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election, and beyo… https://t.co/WgvQYGEaMu	Costs on nonmilitary lines will never come down if we do not elect more Republicans in the 2018 Election and beyo 
147	147	Fri Feb 09 13:47:28 +0000 2018	110634	28192	Without more Republicans in Congress, we were forced to increase spending on things we do not like or want in order… https://t.co/7dfsJYWjRY	Without more Republicans in Congress we were forced to increase spending on things we do not like or want in order 
148	148	Fri Feb 09 13:39:15 +0000 2018	130610	27270	Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them e… https://t.co/9MtCabhzj8	Just signed Bill Our Military will now be stronger than ever before We love and need our Military and gave them e 
149	149	Fri Feb 09 03:22:53 +0000 2018	127756	39968	Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did no… https://t.co/N5SoaLnllm	Wow Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch Warner did no 
150	150	Thu Feb 08 23:26:22 +0000 2018	97810	24160	Time to end the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/yukxm48x9X	Time to end the visa lottery Congress must secure the immigration system and protect Americans 
151	151	Thu Feb 08 20:10:58 +0000 2018	110347	30820	As long as we open our eyes to God’s grace - and open our hearts to God’s love - then America will forever be the l… https://t.co/wGUIaD1JX6	As long as we open our eyes to Gods grace  and open our hearts to Gods love  then America will forever be the l 
152	152	Thu Feb 08 18:44:00 +0000 2018	80016	13630	I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea, China and the Middle East.	I will be meeting with Henry Kissinger at 145pm Will be discussing North Korea China and the Middle East
153	153	Thu Feb 08 17:13:13 +0000 2018	107257	29491	Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares “IN GOD WE TR… https://t.co/q8ib233y1M	Our founders invoked our Creator four times in the Declaration of Independence Our currency declares IN GOD WE TR 
154	154	Thu Feb 08 11:08:39 +0000 2018	106318	17875	Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and po… https://t.co/bEReTLNLo4	Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington Great religious and po 
155	155	Wed Feb 07 22:36:15 +0000 2018	109419	23224	The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secret… https://t.co/VRkKsNDZGC	The Budget Agreement today is so important for our great Military It ends the dangerous sequester and gives Secret 
156	156	Wed Feb 07 22:13:16 +0000 2018	70588	13351	Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean peopl… https://t.co/gGaZUnZBMa	Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics What the South Korean peopl 
157	157	Wed Feb 07 18:01:05 +0000 2018	65505	12816	Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that y… https://t.co/NL6cIfHZgN	Best wishes to the Republic of Korea on hosting the Olympics What a wonderful opportunity to show everyone that y 
158	158	Wed Feb 07 16:10:00 +0000 2018	137901	39792	NEW FBI TEXTS ARE BOMBSHELLS!	NEW FBI TEXTS ARE BOMBSHELLS
159	159	Wed Feb 07 14:59:49 +0000 2018	112605	21994	In the “old days,” when good news was reported, the Stock Market would go up. Today, when good news is reported, th… https://t.co/mW5vEWhZYY	In the old days when good news was reported the Stock Market would go up Today when good news is reported th 
160	160	Wed Feb 07 03:05:45 +0000 2018	167552	31714	Congratulations @ElonMusk and @SpaceX on the successful #FalconHeavy launch. This achievement, along with @NASA’s c… https://t.co/MaQocjQKcI	Congratulations ElonMusk and SpaceX on the successful FalconHeavy launch This achievement along with NASAs c 
161	161	Wed Feb 07 00:48:01 +0000 2018	181628	33049	HAPPY BIRTHDAY to our 40th President of the United States of America, Ronald Reagan! https://t.co/JtEglBhm4c	HAPPY BIRTHDAY to our 40th President of the United States of America Ronald Reagan 
162	162	Tue Feb 06 22:45:50 +0000 2018	76096	18406	Today, we heard the experiences of law enforcement professionals and community leaders working to combat the threat… https://t.co/BAHG9Ajkio	Today we heard the experiences of law enforcement professionals and community leaders working to combat the threat 
163	163	Tue Feb 06 16:05:42 +0000 2018	92740	25721	We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs… https://t.co/5SzmbuLXuY	We need a 21st century MERITBASED immigration system  Chain migration and the visa lottery are outdated programs 
164	164	Tue Feb 06 16:00:43 +0000 2018	89708	23673	Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA, fully secures the… https://t.co/OD93mZebu7	Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA fully secures the 
165	165	Tue Feb 06 13:37:00 +0000 2018	104672	20960	My prayers and best wishes are with the family of Edwin Jackson, a wonderful young man whose life was so senselessly taken. @Colts	My prayers and best wishes are with the family of Edwin Jackson a wonderful young man whose life was so senselessly taken Colts
166	166	Tue Feb 06 13:32:57 +0000 2018	142857	36152	So disgraceful that a person illegally in our country killed @Colts linebacker Edwin Jackson. This is just one of m… https://t.co/r8vqtb4Tjb	So disgraceful that a person illegally in our country killed Colts linebacker Edwin Jackson This is just one of m 
167	167	Mon Feb 05 20:42:01 +0000 2018	105947	22913	Thanks to the historic TAX CUTS that I signed into law, your paychecks are going way UP, your taxes are going way D… https://t.co/DKVuox1qa6	Thanks to the historic TAX CUTS that I signed into law your paychecks are going way UP your taxes are going way D 
168	168	Mon Feb 05 15:08:51 +0000 2018	133561	35801	Representative Devin Nunes, a man of tremendous courage and grit, may someday be recognized as a Great American Her… https://t.co/p7egMdnqQs	Representative Devin Nunes a man of tremendous courage and grit may someday be recognized as a Great American Her 
169	169	Mon Feb 05 14:36:40 +0000 2018	123216	30024	Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of t… https://t.co/BuGrQqbWfs	Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of t 
170	170	Mon Feb 05 12:39:10 +0000 2018	142217	43176	Little Adam Schiff, who is desperate to run for higher office, is one of the biggest liars and leakers in Washingto… https://t.co/7csaXTJLoO	Little Adam Schiff who is desperate to run for higher office is one of the biggest liars and leakers in Washingto 
171	171	Mon Feb 05 12:17:57 +0000 2018	107531	22835	Thank you to @foxandfriends for exposing the truth. Perhaps that’s why your ratings are soooo much better than your untruthful competition!	Thank you to foxandfriends for exposing the truth Perhaps thats why your ratings are soooo much better than your untruthful competition
172	172	Mon Feb 05 12:11:56 +0000 2018	120860	30737	The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U… https://t.co/9JK8HHq2bb	The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U 
173	173	Mon Feb 05 03:54:42 +0000 2018	212157	36332	Congratulations to the Philadelphia Eagles on a great Super Bowl victory!	Congratulations to the Philadelphia Eagles on a great Super Bowl victory
174	174	Sun Feb 04 16:58:14 +0000 2018	141749	23145	My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina. Th… https://t.co/H3Ypk1ZwMt	My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina Th 
175	175	Sun Feb 04 00:53:18 +0000 2018	130578	35787	...a tool of anti-Trump political actors. This is unacceptable in a democracy and ought to alarm anyone who wants t… https://t.co/tGnYODCVQx	a tool of antiTrump political actors This is unacceptable in a democracy and ought to alarm anyone who wants t 
176	176	Sun Feb 04 00:40:24 +0000 2018	130462	36875	“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used… https://t.co/ZT9YHhTIlA	The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used 
177	177	Sun Feb 04 00:26:23 +0000 2018	135883	30166	Great jobs numbers and finally, after many years, rising wages- and nobody even talks about them. Only Russia, Russ… https://t.co/0gYGNuj0BS	Great jobs numbers and finally after many years rising wages and nobody even talks about them Only Russia Russ 
178	178	Sat Feb 03 14:40:27 +0000 2018	141638	39118	This memo totally vindicates “Trump” in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion an… https://t.co/GPYj4JbKgN	This memo totally vindicates Trump in probe But the Russian Witch Hunt goes on and on Their was no Collusion an 
179	179	Sat Feb 03 14:40:23 +0000 2018	156339	34840	Rasmussen just announced that my approval rating jumped to 49%, a far better number than I had in winning the Elect… https://t.co/GbG8u70wTV	Rasmussen just announced that my approval rating jumped to 49 a far better number than I had in winning the Elect 
180	180	Sat Feb 03 13:44:19 +0000 2018	0	12715	RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/CJts3udtNO	RT EricTrump MakeAmericaGreatAgain  
181	181	Sat Feb 03 13:39:49 +0000 2018	0	12312	RT @EricTrump: 🇺🇸🇺🇸🇺🇸 https://t.co/iszxYp036c	RT EricTrump  
182	182	Fri Feb 02 22:26:22 +0000 2018	70978	14594	Today, it was my honor to join the great men and women of @DHSgov, @CustomsBorder, @ICEgov and @USCIS at the U.S. C… https://t.co/r9EL0AhbO1	Today it was my honor to join the great men and women of DHSgov CustomsBorder ICEgov and USCIS at the US C 
183	183	Fri Feb 02 18:07:08 +0000 2018	77633	17605	“Trump the orator outlines the greatness of America to Democrats’ disgust” https://t.co/XpirrtTY6V	Trump the orator outlines the greatness of America to Democrats disgust 
184	184	Fri Feb 02 18:05:49 +0000 2018	107997	27520	With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS, 2018 i… https://t.co/cxo1rxdDsj	With 35 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS 2018 i 
185	185	Fri Feb 02 11:49:14 +0000 2018	161569	52047	“You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create… https://t.co/A8GoOzBrPx	You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create 
186	186	Fri Feb 02 11:33:58 +0000 2018	139057	40257	The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigativ… https://t.co/xXWIyOvhi0	The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigativ 
187	187	Fri Feb 02 03:32:48 +0000 2018	124145	28851	The Democrats just aren’t calling about DACA. Nancy Pelosi and Chuck Schumer have to get moving fast, or they’ll di… https://t.co/Tuz4PCoIF4	The Democrats just arent calling about DACA Nancy Pelosi and Chuck Schumer have to get moving fast or theyll di 
188	188	Thu Feb 01 12:02:49 +0000 2018	184502	37232	Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched… https://t.co/HKFLkRjlGQ	Thank you for all of the nice compliments and reviews on the State of the Union speech 456 million people watched 
189	189	Thu Feb 01 11:51:43 +0000 2018	123316	29829	March 5th is rapidly approaching and the Democrats are doing nothing about DACA. They Resist, Blame, Complain and O… https://t.co/A4qhFRv21V	March 5th is rapidly approaching and the Democrats are doing nothing about DACA They Resist Blame Complain and O 
190	190	Thu Feb 01 11:43:17 +0000 2018	137877	28386	Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructur… https://t.co/17g1hxSFRI	Heading to beautiful West Virginia to be with great members of the Republican Party Will be planning Infrastructur 
191	191	Wed Jan 31 02:00:02 +0000 2018	108903	21845	"Join me live for the #SOTU
https://t.co/0SLktWxfHi"	Join me live for the SOTU
192	192	Mon Jan 29 20:12:39 +0000 2018	84106	16257	Congratulations to America’s new Secretary of @HHSGov, Alex Azar! https://t.co/Y9inQaCt7o	Congratulations to Americas new Secretary of HHSGov Alex Azar 
193	193	Sun Jan 28 13:18:33 +0000 2018	199399	42163	Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Ch… https://t.co/ZrThpTutNr	Our economy is better than it has been in many decades Businesses are coming back to America like never before Ch 
194	194	Sun Jan 28 13:18:32 +0000 2018	239939	63799	Somebody please inform Jay-Z that because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!	Somebody please inform JayZ that because of my policies Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED
195	195	Sun Jan 28 04:08:02 +0000 2018	157096	35786	Democrats are not interested in Border Safety &amp; Security or in the funding and rebuilding of our Military. They are… https://t.co/wM9cL8CBo7	Democrats are not interested in Border Safety amp Security or in the funding and rebuilding of our Military They are 
196	196	Sun Jan 28 03:58:02 +0000 2018	175540	46849	I have offered DACA a wonderful deal, including a doubling in the number of recipients &amp; a twelve year pathway to c… https://t.co/gSxSjiRcoC	I have offered DACA a wonderful deal including a doubling in the number of recipients amp a twelve year pathway to c 
197	197	Sat Jan 27 22:59:52 +0000 2018	114137	22030	Taliban targeted innocent Afghans, brave police in Kabul today. Our thoughts and prayers go to the victims, and fir… https://t.co/nxuDZV0VYZ	Taliban targeted innocent Afghans brave police in Kabul today Our thoughts and prayers go to the victims and fir 
198	198	Sat Jan 27 19:30:24 +0000 2018	107807	25846	On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men, women and children, a… https://t.co/Df8jIU5KW2	On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men women and children a 
199	199	Sat Jan 27 11:55:58 +0000 2018	124085	29159	Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we… https://t.co/33QbAoLFxj	Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on foxandfriends that we 
200	200	Fri Jan 26 23:27:23 +0000 2018	72240	16313	Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B	Thank you for the wonderful welcome WEF Davos2018 
201	201	Fri Jan 26 17:16:44 +0000 2018	119221	26239	DACA has been made increasingly difficult by the fact that Cryin’ Chuck Schumer took such a beating over the shutdo… https://t.co/5faBeqcNP9	DACA has been made increasingly difficult by the fact that Cryin Chuck Schumer took such a beating over the shutdo 
202	202	Fri Jan 26 17:12:32 +0000 2018	112094	22575	Heading back from a very exciting two days in Davos, Switzerland. Speech on America’s economic revival was well rec… https://t.co/JbNNrNVH9z	Heading back from a very exciting two days in Davos Switzerland Speech on Americas economic revival was well rec 
203	203	Fri Jan 26 12:54:36 +0000 2018	52403	10094	Join me live at the 2018 World Economic Forum in Davos, Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8	Join me live at the 2018 World Economic Forum in Davos Switzerland WEF18  
204	204	Fri Jan 26 11:23:07 +0000 2018	55850	10741	Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our… https://t.co/3bK58PuFPd	Great bilateral meeting with President Alain_Berset of the Swiss Confederation  as we continue to strengthen our 
205	205	Fri Jan 26 10:46:48 +0000 2018	63665	12464	It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos, Switzerland. Many grea… https://t.co/tiD5NSYYwB	It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos Switzerland Many grea 
206	206	Fri Jan 26 10:11:26 +0000 2018	36767	6569	Will be interviewed on  @SquawkCNBC by @JoeSquawk coming up at 6:00amE from Davos, Switzerland. Enjoy! #WEF18 https://t.co/7egYlxnFBd	Will be interviewed on  SquawkCNBC by JoeSquawk coming up at 600amE from Davos Switzerland Enjoy WEF18 
207	207	Thu Jan 25 22:38:21 +0000 2018	84054	17738	Today, Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nation’s eternal… https://t.co/KMP2MhJVLS	Today Americans everywhere remember the brave men and women of NASA who lost their lives in our Nations eternal 
208	208	Thu Jan 25 18:03:29 +0000 2018	72981	15151	Very productive bilateral meeting with Prime Minister Benjamin @Netanyahu of Israel - in Davos, Switzerland! #WEF18 https://t.co/2sZM9YI7tJ	Very productive bilateral meeting with Prime Minister Benjamin Netanyahu of Israel  in Davos Switzerland WEF18 
209	209	Thu Jan 25 17:25:53 +0000 2018	76457	16020	Great bilateral meeting with Prime Minister Theresa May of the United Kingdom, affirming the special relationship a… https://t.co/6bIzOEo8DK	Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship a 
210	210	Thu Jan 25 00:27:00 +0000 2018	152789	28364	Will soon be heading to Davos, Switzerland, to tell the world how great America is and is doing. Our economy is now… https://t.co/OwSYSiCiKe	Will soon be heading to Davos Switzerland to tell the world how great America is and is doing Our economy is now 
211	211	Wed Jan 24 22:51:20 +0000 2018	79336	16811	It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local… https://t.co/N7Z9Dw3uIi	It was my great honor to welcome Mayors from across America to the WH My Administration will always support local 
212	212	Wed Jan 24 20:26:16 +0000 2018	98764	19266	Earlier today, I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School… https://t.co/20Bf0p7oFT	Earlier today I spoke with GovMattBevin of Kentucky regarding yesterdays shooting at Marshall County High School 
213	213	Wed Jan 24 11:58:58 +0000 2018	147272	33222	Tremendous investment by companies from all over the world being made in America. There has never been anything lik… https://t.co/sUp4LsbXhz	Tremendous investment by companies from all over the world being made in America There has never been anything lik 
214	214	Wed Jan 24 04:07:27 +0000 2018	154851	36684	Cryin’ Chuck Schumer fully understands, especially after his humiliating defeat, that if there is no Wall, there is… https://t.co/oaabUSfT9w	Cryin Chuck Schumer fully understands especially after his humiliating defeat that if there is no Wall there is 
215	215	Wed Jan 24 03:54:22 +0000 2018	127670	32086	Where are the 50,000 important text messages between FBI lovers Lisa Page and Peter Strzok?  Blaming Samsung!	Where are the 50000 important text messages between FBI lovers Lisa Page and Peter Strzok  Blaming Samsung
216	216	Tue Jan 23 14:16:02 +0000 2018	97701	21579	Thank you to General John Kelly, who is doing a fantastic job, and all of the Staff and others in the White House,… https://t.co/q4hhzEEjor	Thank you to General John Kelly who is doing a fantastic job and all of the Staff and others in the White House 
217	217	Tue Jan 23 13:34:37 +0000 2018	112675	24068	Nobody knows for sure that the Republicans &amp; Democrats will be able to reach a deal on DACA by February 8, but ever… https://t.co/2qBHLtCo1u	Nobody knows for sure that the Republicans amp Democrats will be able to reach a deal on DACA by February 8 but ever 
218	218	Tue Jan 23 11:55:42 +0000 2018	134496	36717	In one of the biggest stories in a long time, the FBI now says it is missing five months worth of lovers Strzok-Pag… https://t.co/Zwg2yDeEwz	In one of the biggest stories in a long time the FBI now says it is missing five months worth of lovers StrzokPag 
219	219	Tue Jan 23 11:31:40 +0000 2018	129224	27254	Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...… https://t.co/X4ncbncUqi	Even Crazy Jim Acosta of Fake News CNN agrees Trump World and WH sources dancing in end zone Trump wins again 
220	220	Tue Jan 23 04:30:33 +0000 2018	133466	28052	Big win for Republicans as Democrats cave on Shutdown. Now I want a big win for everyone, including Republicans, De… https://t.co/jzJKY5vaAz	Big win for Republicans as Democrats cave on Shutdown Now I want a big win for everyone including Republicans De 
221	221	Mon Jan 22 15:13:18 +0000 2018	93079	21648	End the Democrats Obstruction! https://t.co/tzBXilvW1b	End the Democrats Obstruction 
222	222	Mon Jan 22 13:15:55 +0000 2018	109593	22174	Democrats have shut down our government in the interests of their far left base. They don’t want to do it but are powerless!	Democrats have shut down our government in the interests of their far left base They dont want to do it but are powerless
223	223	Mon Jan 22 13:07:09 +0000 2018	132076	33298	The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!	The Democrats are turning down services and security for citizens in favor of services and security for noncitizens Not good
224	224	Mon Jan 22 01:21:42 +0000 2018	126739	23612	Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoe… https://t.co/RnE8Gh9xnh	Thank you to Brad Blakeman on FoxNews for grading year one of my presidency with an Aand likewise to Doug Schoe 
225	225	Sun Jan 21 12:35:28 +0000 2018	178271	47486	Great to see how hard Republicans are fighting for our Military and Safety at the Border. The Dems just want illega… https://t.co/px3zwtzYOV	Great to see how hard Republicans are fighting for our Military and Safety at the Border The Dems just want illega 
226	226	Sun Jan 21 12:20:19 +0000 2018	0	44602	RT @realDonaldTrump: Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that hap…	RT realDonaldTrump Democrats are holding our Military hostage over their desire to have unchecked illegal immigration Cant let that hap
227	227	Sun Jan 21 02:34:52 +0000 2018	0	14340	"RT @FoxNews: .@EricTrump: ""My father was elected for one reason, and that's because he actually believes in putting America first, which is…"	RT FoxNews EricTrump My father was elected for one reason and thats because he actually believes in putting America first which is
228	228	Sun Jan 21 02:33:09 +0000 2018	0	14490	"RT @FoxNews: .@KellyannePolls: ""Since @POTUS took office, 863,000 new jobs were filled by women. Over half a million American women have en…"	RT FoxNews KellyannePolls Since POTUS took office 863000 new jobs were filled by women Over half a million American women have en
